1st,2nd,3rd,4th,Prize,1 / Probability
7,12,6,8,"$98,273.00",147560.09
7,12,6,9,"$122,841.00",184450.80
7,12,6,10,"$163,788.00",245935.91
7,12,6,11,"$204,735.00",307418.00
7,12,8,1,"$29,866.00",44845.86
7,12,8,2,"$39,822.00",59794.31
7,12,8,3,"$49,777.00",74742.88
7,12,8,4,"$69,688.00",104639.73
7,12,8,5,"$89,599.00",134536.99
7,12,8,6,"$99,555.00",149485.77
7,12,8,9,"$149,332.00",224230.33
7,12,8,10,"$199,110.00",298971.54
7,12,8,11,"$248,887.00",373720.01
7,12,9,1,"$37,814.00",56779.15
7,12,9,2,"$50,419.00",75705.96
7,12,9,3,"$63,023.00",94632.45
7,12,9,4,"$88,233.00",132485.43
7,12,9,5,"$113,442.00",170337.44
7,12,9,6,"$126,046.00",189264.90
7,12,9,8,"$151,256.00",227117.87
7,12,9,10,"$252,093.00",378529.79
7,12,9,11,"$315,116.00",473171.19
7,12,10,1,"$51,060.00",76668.30
7,12,10,2,"$68,080.00",102224.40
7,12,10,3,"$85,100.00",127780.83
7,12,10,4,"$119,139.00",178894.08
7,12,10,5,"$153,179.00",230006.67
7,12,10,6,"$170,199.00",255558.40
7,12,10,8,"$204,239.00",306673.21
7,12,10,9,"$255,299.00",383347.39
7,12,10,11,"$425,498.00",638895.99
7,12,11,1,"$64,306.00",96557.72
7,12,11,2,"$85,741.00",128743.21
7,12,11,3,"$107,176.00",160929.53
7,12,11,4,"$150,046.00",225301.34
7,12,11,5,"$192,917.00",289670.36
7,12,11,8,"$257,222.00",386234.60
7,12,11,9,"$321,528.00",482788.59
7,12,11,10,"$428,704.00",643707.76
8,1,2,3,$925.00,1388.72
8,1,2,4,"$1,295.00",1944.21
8,1,2,5,"$1,665.00",2499.70
8,1,2,6,"$1,850.00",2777.44
8,1,2,7,"$2,035.00",3055.18
8,1,2,9,"$2,775.00",4166.16
8,1,2,10,"$3,699.00",5554.88
8,1,2,11,"$4,624.00",6943.60
8,1,2,12,"$5,549.00",8332.32
8,1,3,2,$980.00,1471.89
8,1,3,4,"$1,715.00",2575.81
8,1,3,5,"$2,206.00",3311.75
8,1,3,6,"$2,451.00",3679.72
8,1,3,7,"$2,696.00",4047.70
8,1,3,9,"$3,676.00",5519.59
8,1,3,10,"$4,901.00",7359.45
8,1,3,11,"$6,127.00",9199.31
8,1,3,12,"$7,352.00",11039.17
8,1,4,2,"$1,461.00",2193.72
8,1,4,3,"$1,826.00",2742.14
8,1,4,5,"$3,287.00",4935.86
8,1,4,6,"$3,652.00",5484.29
8,1,4,7,"$4,018.00",6032.72
8,1,4,9,"$5,479.00",8226.43
8,1,4,10,"$7,305.00",10968.58
8,1,4,11,"$9,131.00",13710.73
8,1,4,12,"$10,957.00",16452.86
8,1,5,2,"$1,942.00",2915.54
8,1,5,3,"$2,427.00",3644.43
8,1,5,4,"$3,398.00",5102.20
8,1,5,6,"$4,854.00",7288.86
8,1,5,7,"$5,340.00",8017.74
8,1,5,9,"$7,281.00",10933.29
8,1,5,10,"$9,708.00",14577.71
8,1,5,11,"$12,136.00",18222.14
8,1,5,12,"$14,563.00",21866.57
8,1,6,2,"$2,182.00",3276.46
8,1,6,3,"$2,728.00",4095.57
8,1,6,4,"$3,819.00",5733.80
8,1,6,5,"$4,910.00",7372.03
8,1,6,7,"$6,001.00",9010.25
8,1,6,9,"$8,183.00",12286.70
8,1,6,10,"$10,910.00",16382.27
8,1,6,11,"$13,638.00",20477.83
8,1,6,12,"$16,365.00",24573.41
8,1,7,2,"$2,422.00",3637.37
8,1,7,3,"$3,028.00",4546.71
8,1,7,4,"$4,239.00",6365.39
8,1,7,5,"$5,450.00",8184.08
8,1,7,6,"$6,056.00",9093.42
8,1,7,9,"$9,084.00",13640.13
8,1,7,11,"$15,140.00",22733.58
8,1,7,12,"$18,168.00",27280.29
8,1,9,2,"$3,384.00",5081.02
8,1,9,3,"$4,230.00",6351.28
8,1,9,4,"$5,922.00",8891.79
8,1,9,5,"$7,614.00",11432.30
8,1,9,6,"$8,460.00",12702.56
8,1,9,7,"$9,306.00",13972.80
8,1,9,10,"$16,919.00",25405.08
8,1,9,11,"$21,149.00",31756.42
8,1,9,12,"$25,379.00",38107.72
8,1,10,2,"$4,586.00",6885.59
8,1,10,3,"$5,732.00",8606.99
8,1,10,4,"$8,025.00",12049.78
8,1,10,5,"$10,318.00",15492.56
8,1,10,6,"$11,464.00",17213.96
8,1,10,7,"$12,611.00",18935.38
8,1,10,9,"$17,196.00",25820.98
8,1,10,11,"$28,660.00",43035.00
8,1,10,12,"$34,393.00",51641.96
8,1,11,2,"$5,787.00",8690.15
8,1,11,3,"$7,234.00",10862.69
8,1,11,4,"$10,128.00",15207.76
8,1,11,5,"$13,022.00",19552.83
8,1,11,6,"$14,469.00",21725.39
8,1,11,7,"$15,916.00",23897.95
8,1,11,9,"$21,703.00",32588.04
8,1,11,10,"$28,937.00",43450.68
8,1,11,12,"$43,406.00",65176.30
8,1,12,2,"$6,989.00",10494.72
8,1,12,3,"$8,737.00",13118.40
8,1,12,4,"$12,231.00",18365.74
8,1,12,5,"$15,726.00",23613.14
8,1,12,6,"$17,473.00",26236.80
8,1,12,7,"$19,221.00",28860.45
8,1,12,9,"$26,210.00",39355.20
8,1,12,10,"$34,946.00",52473.61
8,1,12,11,"$43,683.00",65591.84
8,2,1,3,$996.00,1495.39
8,2,1,4,"$1,394.00",2093.55
8,2,1,5,"$1,793.00",2691.71
8,2,1,6,"$1,992.00",2990.79
8,2,1,7,"$2,191.00",3289.86
8,2,1,9,"$2,988.00",4486.18
8,2,1,10,"$3,984.00",5981.57
8,2,1,11,"$4,980.00",7476.97
8,2,1,12,"$5,975.00",8972.36
8,2,3,1,"$1,155.00",1734.21
8,2,3,4,"$2,695.00",4046.50
8,2,3,5,"$3,465.00",5202.64
8,2,3,6,"$3,850.00",5780.71
8,2,3,7,"$4,235.00",6358.78
8,2,3,9,"$5,775.00",8671.06
8,2,3,10,"$7,700.00",11561.42
8,2,3,12,"$11,550.00",17342.14
8,2,4,1,"$1,712.00",2571.19
8,2,4,3,"$2,854.00",4285.32
8,2,4,5,"$5,137.00",7713.57
8,2,4,6,"$5,708.00",8570.63
8,2,4,7,"$6,279.00",9427.70
8,2,4,9,"$8,562.00",12855.95
8,2,4,10,"$11,416.00",17141.28
8,2,4,11,"$14,270.00",21426.58
8,2,4,12,"$17,124.00",25711.90
8,2,5,1,"$2,270.00",3408.17
8,2,5,3,"$3,783.00",5680.28
8,2,5,4,"$5,296.00",7952.39
8,2,5,6,"$7,566.00",11360.56
8,2,5,7,"$8,323.00",12496.61
8,2,5,9,"$11,349.00",17040.83
8,2,5,10,"$15,132.00",22721.13
8,2,5,11,"$18,915.00",28401.43
8,2,5,12,"$22,698.00",34081.65
8,2,6,1,"$2,548.00",3826.66
8,2,6,3,"$4,247.00",6377.76
8,2,6,4,"$5,946.00",8928.87
8,2,6,5,"$7,645.00",11479.98
8,2,6,7,"$9,344.00",14031.07
8,2,6,9,"$12,742.00",19133.30
8,2,6,10,"$16,990.00",25511.05
8,2,6,11,"$21,237.00",31888.77
8,2,6,12,"$25,485.00",38266.53
8,2,7,1,"$2,827.00",4245.15
8,2,7,3,"$4,712.00",7075.24
8,2,7,4,"$6,597.00",9905.33
8,2,7,5,"$8,482.00",12735.43
8,2,7,6,"$9,424.00",14150.48
8,2,7,9,"$14,136.00",21225.74
8,2,7,10,"$18,848.00",28300.95
8,2,7,11,"$23,560.00",35376.19
8,2,7,12,"$28,272.00",42451.49
8,2,9,1,"$3,942.00",5919.10
8,2,9,3,"$6,570.00",9865.17
8,2,9,4,"$9,198.00",13811.24
8,2,9,5,"$11,826.00",17757.29
8,2,9,6,"$13,140.00",19730.33
8,2,9,7,"$14,454.00",21703.37
8,2,9,10,"$26,280.00",39460.65
8,2,9,11,"$32,850.00",49325.96
8,2,9,12,"$39,420.00",59190.86
8,2,10,1,"$5,336.00",8011.54
8,2,10,3,"$8,893.00",13352.58
8,2,10,4,"$12,450.00",18693.62
8,2,10,5,"$16,007.00",24034.65
8,2,10,6,"$17,785.00",26705.12
8,2,10,7,"$19,564.00",29375.65
8,2,10,9,"$26,678.00",40057.68
8,2,10,11,"$44,463.00",66762.81
8,2,11,1,"$6,729.00",10103.99
8,2,11,3,"$11,215.00",16839.98
8,2,11,4,"$15,701.00",23575.95
8,2,11,5,"$20,187.00",30311.94
8,2,11,6,"$22,430.00",33680.01
8,2,11,7,"$24,673.00",37048.01
8,2,11,9,"$33,645.00",50519.85
8,2,11,10,"$44,860.00",67360.03
8,2,11,12,"$67,291.00",101039.70
8,2,12,1,"$8,123.00",12196.43
8,2,12,3,"$13,538.00",20327.39
8,2,12,4,"$18,953.00",28458.33
8,2,12,5,"$24,368.00",36589.29
8,2,12,6,"$27,075.00",40654.70
8,2,12,7,"$29,783.00",44720.32
8,2,12,9,"$40,613.00",60982.30
8,2,12,10,"$54,151.00",81309.41
8,2,12,11,"$67,688.00",101637.38
8,3,1,2,"$1,101.00",1652.79
8,3,1,4,"$1,926.00",2892.38
8,3,1,5,"$2,477.00",3718.77
8,3,1,6,"$2,752.00",4131.97
8,3,1,7,"$3,027.00",4545.17
8,3,1,9,"$4,128.00",6197.95
8,3,1,10,"$5,504.00",8263.94
8,3,1,11,"$6,880.00",10329.92
8,3,1,12,"$8,255.00",12395.91
8,3,2,1,"$1,204.00",1808.44
8,3,2,4,"$2,810.00",4219.69
8,3,2,5,"$3,613.00",5425.31
8,3,2,6,"$4,015.00",6028.13
8,3,2,7,"$4,416.00",6630.94
8,3,2,9,"$6,022.00",9042.20
8,3,2,10,"$8,029.00",12056.25
8,3,2,11,"$10,037.00",15070.32
8,3,2,12,"$12,044.00",18084.39
8,3,4,1,"$2,341.00",3514.98
8,3,4,2,"$3,121.00",4686.64
8,3,4,5,"$7,023.00",10544.94
8,3,4,6,"$7,803.00",11716.61
8,3,4,7,"$8,583.00",12888.28
8,3,4,9,"$11,705.00",17574.91
8,3,4,10,"$15,606.00",23433.20
8,3,4,11,"$19,508.00",29291.50
8,3,4,12,"$23,409.00",35149.88
8,3,5,1,"$3,099.00",4652.68
8,3,5,2,"$4,131.00",6203.57
8,3,5,4,"$7,230.00",10856.25
8,3,5,6,"$10,329.00",15508.93
8,3,5,7,"$11,362.00",17059.81
8,3,5,9,"$15,493.00",23263.39
8,3,5,10,"$20,657.00",31017.85
8,3,5,11,"$25,822.00",38772.31
8,3,5,12,"$30,986.00",46526.78
8,3,6,2,"$4,637.00",6962.03
8,3,6,4,"$8,114.00",12183.56
8,3,6,5,"$10,432.00",15664.58
8,3,6,7,"$12,751.00",19145.61
8,3,6,9,"$17,387.00",26107.62
8,3,6,10,"$23,183.00",34810.21
8,3,6,11,"$28,979.00",43512.69
8,3,6,12,"$34,774.00",52215.23
8,3,7,1,"$3,856.00",5790.37
8,3,7,2,"$5,142.00",7720.50
8,3,7,4,"$8,998.00",13510.87
8,3,7,5,"$11,569.00",17371.12
8,3,7,6,"$12,854.00",19301.26
8,3,7,9,"$19,281.00",28951.86
8,3,7,10,"$25,709.00",38602.44
8,3,7,11,"$32,136.00",48253.23
8,3,7,12,"$38,563.00",57903.88
8,3,9,1,"$5,372.00",8065.77
8,3,9,2,"$7,162.00",10754.35
8,3,9,4,"$12,534.00",18820.13
8,3,9,5,"$16,115.00",24197.31
8,3,9,6,"$17,905.00",26885.91
8,3,9,7,"$19,696.00",29574.51
8,3,9,10,"$35,811.00",53771.82
8,3,9,11,"$44,764.00",67214.69
8,3,9,12,"$53,716.00",80657.52
8,3,10,1,"$7,266.00",10910.00
8,3,10,2,"$9,688.00",14546.68
8,3,10,4,"$16,954.00",25456.69
8,3,10,5,"$21,798.00",32730.01
8,3,10,6,"$24,220.00",36366.68
8,3,10,7,"$26,641.00",40003.36
8,3,10,9,"$36,329.00",54550.02
8,3,10,11,"$60,549.00",90916.53
8,3,10,12,"$72,659.00",109100.03
8,3,11,1,"$9,160.00",13754.25
8,3,11,2,"$12,213.00",18339.00
8,3,11,4,"$21,373.00",32093.25
8,3,11,5,"$27,480.00",41262.81
8,3,11,6,"$30,534.00",45847.58
8,3,11,7,"$33,587.00",50432.20
8,3,11,9,"$45,800.00",68771.06
8,3,11,10,"$61,067.00",91695.17
8,3,11,12,"$91,601.00",137542.12
8,3,12,1,"$11,054.00",16598.47
8,3,12,2,"$14,739.00",22131.34
8,3,12,4,"$25,793.00",38729.82
8,3,12,5,"$33,163.00",49795.34
8,3,12,6,"$36,848.00",55328.40
8,3,12,7,"$40,532.00",60860.94
8,3,12,9,"$55,271.00",82992.37
8,3,12,10,"$73,695.00",110656.19
8,3,12,11,"$92,119.00",138320.24
8,4,1,2,"$1,717.00",2578.87
8,4,1,5,"$3,864.00",5802.47
8,4,1,6,"$4,294.00",6447.19
8,4,1,7,"$4,723.00",7091.91
8,4,1,9,"$6,441.00",9670.78
8,4,1,10,"$8,587.00",12894.37
8,4,1,11,"$10,734.00",16117.96
8,4,1,12,"$12,881.00",19341.57
8,4,2,1,"$1,869.00",2807.01
8,4,2,3,"$3,116.00",4678.35
8,4,2,5,"$5,608.00",8421.02
8,4,2,6,"$6,231.00",9356.69
8,4,2,7,"$6,855.00",10292.36
8,4,2,9,"$9,347.00",14035.05
8,4,2,10,"$12,463.00",18713.38
8,4,2,11,"$15,578.00",23391.76
8,4,2,12,"$18,694.00",28070.10
8,4,3,1,"$2,451.00",3679.86
8,4,3,2,"$3,268.00",4906.48
8,4,3,5,"$7,352.00",11039.59
8,4,3,6,"$8,169.00",12266.21
8,4,3,7,"$8,986.00",13492.82
8,4,3,9,"$12,254.00",18399.30
8,4,3,10,"$16,338.00",24532.41
8,4,3,11,"$20,423.00",30665.53
8,4,3,12,"$24,507.00",36798.66
8,4,5,1,"$4,776.00",7171.27
8,4,5,2,"$6,368.00",9561.69
8,4,5,3,"$7,960.00",11952.12
8,4,5,6,"$15,920.00",23904.23
8,4,5,7,"$17,512.00",26294.68
8,4,5,9,"$23,880.00",35856.30
8,4,5,10,"$31,840.00",47808.46
8,4,5,11,"$39,799.00",59760.72
8,4,5,12,"$47,759.00",71712.86
8,4,6,1,"$5,357.00",8044.12
8,4,6,2,"$7,143.00",10725.49
8,4,6,3,"$8,929.00",13406.87
8,4,6,5,"$16,072.00",24132.38
8,4,6,7,"$19,643.00",29495.13
8,4,6,9,"$26,786.00",40220.57
8,4,6,10,"$35,715.00",53627.35
8,4,6,11,"$44,644.00",67034.46
8,4,6,12,"$53,572.00",80441.46
8,4,7,1,"$5,939.00",8916.97
8,4,7,2,"$7,918.00",11889.29
8,4,7,3,"$9,898.00",14861.62
8,4,7,5,"$17,816.00",26750.91
8,4,7,6,"$19,795.00",29723.25
8,4,7,9,"$29,693.00",44584.94
8,4,7,10,"$39,590.00",59446.32
8,4,7,11,"$49,488.00",74308.01
8,4,7,12,"$59,385.00",89169.48
8,4,9,1,"$8,264.00",12408.38
8,4,9,2,"$11,018.00",16544.51
8,4,9,5,"$24,791.00",37225.09
8,4,9,6,"$27,546.00",41361.28
8,4,9,7,"$30,300.00",45497.35
8,4,9,10,"$55,092.00",82722.57
8,4,9,11,"$68,865.00",103402.99
8,4,9,12,"$82,637.00",124083.33
8,4,10,1,"$11,170.00",16772.64
8,4,10,2,"$14,894.00",22363.51
8,4,10,3,"$18,617.00",27954.43
8,4,10,5,"$33,511.00",50318.01
8,4,10,6,"$37,234.00",55908.71
8,4,10,7,"$40,958.00",61499.86
8,4,10,9,"$55,851.00",83863.07
8,4,10,11,"$93,086.00",139772.17
8,4,10,12,"$111,703.00",167726.14
8,4,11,1,"$14,077.00",21136.91
8,4,11,2,"$18,769.00",28182.51
8,4,11,3,"$23,461.00",35228.14
8,4,11,5,"$42,230.00",63410.74
8,4,11,6,"$46,923.00",70456.27
8,4,11,7,"$51,615.00",77501.96
8,4,11,9,"$70,384.00",105684.78
8,4,11,10,"$93,845.00",140912.55
8,4,11,12,"$140,768.00",211367.34
8,4,12,1,"$16,983.00",25501.16
8,4,12,2,"$22,644.00",34001.58
8,4,12,3,"$28,305.00",42502.01
8,4,12,5,"$50,950.00",76503.48
8,4,12,6,"$56,611.00",85003.66
8,4,12,7,"$62,272.00",93504.26
8,4,12,9,"$84,916.00",127505.48
8,4,12,10,"$113,222.00",170007.31
8,4,12,11,"$141,527.00",212508.23
8,5,1,2,"$2,339.00",3512.75
8,5,1,3,"$2,924.00",4390.94
8,5,1,4,"$4,094.00",6147.31
8,5,1,6,"$5,849.00",8781.87
8,5,1,7,"$6,433.00",9660.06
8,5,1,9,"$8,773.00",13172.82
8,5,1,10,"$11,697.00",17563.77
8,5,1,11,"$14,621.00",21954.72
8,5,1,12,"$17,546.00",26345.60
8,5,2,1,"$2,540.00",3813.37
8,5,2,3,"$4,233.00",6355.61
8,5,2,4,"$5,926.00",8897.86
8,5,2,6,"$8,465.00",12711.21
8,5,2,7,"$9,312.00",13982.34
8,5,2,9,"$12,698.00",19066.83
8,5,2,10,"$16,931.00",25422.46
8,5,2,11,"$21,164.00",31778.01
8,5,2,12,"$25,396.00",38133.74
8,5,3,1,"$3,325.00",4992.17
8,5,3,2,"$4,433.00",6656.23
8,5,3,4,"$7,758.00",11648.40
8,5,3,7,"$12,191.00",18304.63
8,5,3,9,"$16,623.00",24960.87
8,5,3,10,"$22,165.00",33281.08
8,5,3,11,"$27,706.00",41601.49
8,5,3,12,"$33,247.00",49921.62
8,5,4,1,"$4,895.00",7349.77
8,5,4,2,"$6,526.00",9799.70
8,5,4,3,"$8,158.00",12249.63
8,5,4,6,"$16,316.00",24499.24
8,5,4,7,"$17,948.00",26949.17
8,5,4,9,"$24,474.00",36748.90
8,5,4,10,"$32,632.00",48998.47
8,5,4,11,"$40,790.00",61248.24
8,5,4,12,"$48,948.00",73497.53
8,5,6,1,"$7,250.00",10886.19
8,5,6,2,"$9,667.00",14514.90
8,5,6,3,"$12,083.00",18143.65
8,5,6,4,"$16,917.00",25401.08
8,5,6,7,"$26,583.00",39916.02
8,5,6,9,"$36,250.00",54430.95
8,5,6,10,"$48,333.00",72574.73
8,5,6,11,"$60,417.00",90718.58
8,5,6,12,"$72,500.00",108861.31
8,5,7,1,"$8,035.00",12065.00
8,5,7,2,"$10,713.00",16086.66
8,5,7,3,"$13,392.00",20108.30
8,5,7,4,"$18,748.00",28151.65
8,5,7,6,"$26,784.00",40216.69
8,5,7,9,"$40,175.00",60324.91
8,5,7,10,"$53,567.00",80433.05
8,5,7,11,"$66,959.00",100541.92
8,5,7,12,"$80,351.00",120650.55
8,5,9,1,"$11,175.00",16780.21
8,5,9,2,"$14,900.00",22373.62
8,5,9,3,"$18,625.00",27967.02
8,5,9,4,"$26,076.00",39153.81
8,5,9,6,"$37,251.00",55934.04
8,5,9,7,"$40,976.00",61527.48
8,5,9,10,"$74,502.00",111868.09
8,5,9,11,"$93,127.00",139834.72
8,5,9,12,"$111,753.00",167802.13
8,5,10,1,"$15,101.00",22674.19
8,5,10,2,"$20,134.00",30232.31
8,5,10,3,"$25,168.00",37790.32
8,5,10,4,"$35,235.00",52906.41
8,5,10,6,"$50,335.00",75580.65
8,5,10,7,"$55,369.00",83138.65
8,5,10,9,"$75,503.00",113370.97
8,5,10,11,"$125,838.00",188950.19
8,5,10,12,"$151,006.00",226741.94
8,5,11,1,"$19,026.00",28568.25
8,5,11,2,"$25,368.00",38091.03
8,5,11,3,"$31,710.00",47613.83
8,5,11,4,"$44,394.00",66659.11
8,5,11,7,"$69,762.00",104750.43
8,5,11,9,"$95,130.00",142840.82
8,5,11,10,"$126,839.00",190454.42
8,5,11,12,"$190,259.00",285681.64
8,5,12,1,"$22,951.00",34462.20
8,5,12,2,"$30,602.00",45949.76
8,5,12,3,"$38,252.00",57436.93
8,5,12,4,"$53,553.00",80411.71
8,5,12,6,"$76,504.00",114873.87
8,5,12,7,"$84,154.00",126361.55
8,5,12,9,"$114,756.00",172309.81
8,5,12,10,"$153,008.00",229747.74
8,5,12,11,"$191,260.00",287183.02
8,6,1,2,"$2,651.00",3981.15
8,6,1,3,"$3,314.00",4976.44
8,6,1,4,"$4,640.00",6967.01
8,6,1,5,"$5,966.00",8957.59
8,6,1,7,"$7,291.00",10948.17
8,6,1,9,"$9,943.00",14929.32
8,6,1,10,"$13,257.00",19905.73
8,6,1,11,"$16,571.00",24882.18
8,6,1,12,"$19,885.00",29858.59
8,6,2,1,"$2,876.00",4318.01
8,6,2,3,"$4,793.00",7196.67
8,6,2,4,"$6,710.00",10075.34
8,6,2,5,"$8,627.00",12954.02
8,6,2,7,"$10,544.00",15832.68
8,6,2,9,"$14,379.00",21590.02
8,6,2,10,"$19,171.00",28786.67
8,6,2,11,"$23,964.00",35983.39
8,6,2,12,"$28,757.00",43180.13
8,6,3,1,"$3,763.00",5650.15
8,6,3,2,"$5,017.00",7533.53
8,6,3,4,"$8,780.00",13183.67
8,6,3,5,"$11,289.00",16950.45
8,6,3,7,"$13,797.00",20717.23
8,6,3,9,"$18,814.00",28250.74
8,6,3,10,"$25,086.00",37667.62
8,6,3,11,"$31,357.00",47084.53
8,6,3,12,"$37,629.00",56501.64
8,6,4,1,"$5,537.00",8314.44
8,6,4,2,"$7,383.00",11085.91
8,6,4,3,"$9,229.00",13857.40
8,6,4,5,"$16,612.00",24943.32
8,6,4,7,"$20,303.00",30486.22
8,6,4,9,"$27,686.00",41572.26
8,6,4,10,"$36,915.00",55429.61
8,6,4,11,"$46,144.00",69287.10
8,6,4,12,"$55,373.00",83144.18
8,6,5,1,"$7,312.00",10978.72
8,6,5,2,"$9,749.00",14638.29
8,6,5,3,"$12,186.00",18297.86
8,6,5,4,"$17,060.00",25617.05
8,6,5,7,"$26,809.00",40255.38
8,6,5,10,"$48,744.00",73191.44
8,6,5,11,"$60,930.00",91489.63
8,6,5,12,"$73,116.00",109787.56
8,6,7,1,"$9,086.00",13643.01
8,6,7,2,"$12,115.00",18190.68
8,6,7,3,"$15,143.00",22738.33
8,6,7,4,"$21,201.00",31833.65
8,6,7,5,"$27,258.00",40929.09
8,6,7,9,"$45,430.00",68215.15
8,6,7,10,"$60,573.00",90953.74
8,6,7,11,"$75,717.00",113691.92
8,6,7,12,"$90,860.00",136429.37
8,6,9,1,"$12,635.00",18971.59
8,6,9,2,"$16,846.00",25295.45
8,6,9,3,"$21,058.00",31619.35
8,6,9,4,"$29,481.00",44266.98
8,6,9,5,"$37,904.00",56914.87
8,6,9,7,"$46,327.00",69562.31
8,6,9,10,"$84,231.00",126476.61
8,6,9,11,"$105,289.00",158097.77
8,6,9,12,"$126,347.00",189717.32
8,6,10,1,"$17,071.00",25632.28
8,6,10,2,"$22,761.00",34176.35
8,6,10,3,"$28,451.00",42720.44
8,6,10,4,"$39,831.00",59808.61
8,6,10,5,"$51,212.00",76897.05
8,6,10,7,"$62,592.00",93984.96
8,6,10,9,"$85,353.00",128160.76
8,6,10,11,"$142,255.00",213602.19
8,6,10,12,"$170,706.00",256324.81
8,6,11,1,"$21,507.00",32293.07
8,6,11,2,"$28,675.00",43057.42
8,6,11,3,"$35,844.00",53821.60
8,6,11,4,"$50,182.00",75350.57
8,6,11,5,"$64,520.00",96879.51
8,6,11,7,"$78,857.00",118407.65
8,6,11,9,"$107,533.00",161464.81
8,6,11,10,"$143,377.00",215285.25
8,6,11,12,"$215,065.00",322934.83
8,6,12,1,"$25,942.00",38953.70
8,6,12,2,"$34,590.00",51938.34
8,6,12,3,"$43,237.00",64922.84
8,6,12,4,"$60,532.00",90891.74
8,6,12,5,"$77,827.00",116860.66
8,6,12,7,"$95,122.00",142830.62
8,6,12,9,"$129,712.00",194768.52
8,6,12,10,"$172,950.00",259693.04
8,6,12,11,"$216,187.00",324612.09
8,7,1,2,"$2,964.00",4450.17
8,7,1,3,"$3,705.00",5562.71
8,7,1,4,"$5,187.00",7787.79
8,7,1,5,"$6,668.00",10012.88
8,7,1,6,"$7,409.00",11125.41
8,7,1,9,"$11,114.00",16688.14
8,7,1,11,"$18,523.00",27813.55
8,7,1,12,"$22,228.00",33376.28
8,7,2,1,"$3,212.00",4823.26
8,7,2,3,"$5,354.00",8038.77
8,7,2,4,"$7,495.00",11254.28
8,7,2,5,"$9,637.00",14469.79
8,7,2,6,"$10,707.00",16077.56
8,7,2,9,"$16,061.00",24116.32
8,7,2,10,"$21,415.00",32155.06
8,7,2,11,"$26,768.00",40193.90
8,7,2,12,"$32,122.00",48232.75
8,7,3,1,"$4,202.00",6308.91
8,7,3,2,"$5,602.00",8411.87
8,7,3,4,"$9,804.00",14720.78
8,7,3,5,"$12,605.00",18926.70
8,7,3,6,"$14,005.00",21029.70
8,7,3,9,"$21,008.00",31544.55
8,7,3,10,"$28,011.00",42059.40
8,7,3,11,"$35,013.00",52574.30
8,7,3,12,"$42,016.00",63089.09
8,7,4,1,"$6,180.00",9280.18
8,7,4,2,"$8,241.00",12373.57
8,7,4,3,"$10,301.00",15466.97
8,7,4,5,"$18,541.00",27840.57
8,7,4,6,"$20,601.00",30933.89
8,7,4,9,"$30,902.00",46400.91
8,7,4,10,"$41,203.00",61867.79
8,7,4,11,"$51,504.00",77334.74
8,7,4,12,"$61,804.00",92801.40
8,7,5,1,"$8,159.00",12251.46
8,7,5,2,"$10,879.00",16335.28
8,7,5,3,"$13,599.00",20419.08
8,7,5,4,"$19,038.00",28586.70
8,7,5,6,"$27,197.00",40838.16
8,7,5,9,"$40,796.00",61257.24
8,7,5,10,"$54,395.00",81676.66
8,7,5,11,"$67,994.00",102096.03
8,7,5,12,"$81,592.00",122514.49
8,7,6,1,"$9,149.00",13737.09
8,7,6,2,"$12,198.00",18316.13
8,7,6,3,"$15,248.00",22895.19
8,7,6,4,"$21,347.00",32053.23
8,7,6,5,"$27,446.00",41211.28
8,7,6,9,"$45,743.00",68685.56
8,7,6,10,"$60,991.00",91580.96
8,7,6,11,"$76,239.00",114475.42
8,7,6,12,"$91,486.00",137370.19
8,7,9,1,"$14,096.00",21165.28
8,7,9,2,"$18,794.00",28220.37
8,7,9,3,"$23,493.00",35275.48
8,7,9,4,"$32,890.00",49385.64
8,7,9,5,"$42,287.00",63495.69
8,7,9,6,"$46,986.00",70551.22
8,7,9,10,"$93,971.00",141101.44
8,7,9,12,"$140,957.00",211653.65
8,7,10,1,"$19,043.00",28593.49
8,7,10,2,"$25,390.00",38124.72
8,7,10,3,"$31,738.00",47655.81
8,7,10,4,"$44,433.00",66718.26
8,7,10,5,"$57,128.00",85780.21
8,7,10,6,"$63,476.00",95311.62
8,7,10,9,"$95,214.00",142967.43
8,7,10,11,"$158,689.00",238276.78
8,7,10,12,"$190,427.00",285934.86
8,7,11,1,"$23,990.00",36021.63
8,7,11,2,"$31,986.00",48028.89
8,7,11,3,"$39,983.00",60036.26
8,7,11,4,"$55,976.00",84050.56
8,7,11,5,"$71,969.00",108064.88
8,7,11,6,"$79,966.00",120072.52
8,7,11,9,"$119,949.00",180108.79
8,7,11,10,"$159,932.00",240142.16
8,7,11,12,"$239,898.00",360217.57
8,7,12,1,"$28,937.00",43449.92
8,7,12,2,"$38,582.00",57933.06
8,7,12,3,"$48,228.00",72416.54
8,7,12,4,"$67,519.00",101382.86
8,7,12,5,"$86,810.00",130349.21
8,7,12,6,"$96,456.00",144833.08
8,7,12,9,"$144,684.00",217249.62
8,7,12,10,"$192,912.00",289661.96
8,7,12,11,"$241,140.00",362082.70
8,9,1,2,"$4,216.00",6329.95
8,9,1,3,"$5,270.00",7912.44
8,9,1,4,"$7,377.00",11077.42
8,9,1,5,"$9,485.00",14242.40
8,9,1,6,"$10,539.00",15824.89
8,9,1,7,"$11,593.00",17407.38
8,9,1,10,"$21,078.00",31649.78
